DL,787,CDG,4,26,16,OUA,0030,1030,29MAY,285.86,181.45,125.12,30.34,53.37,55.76
IR,078,CDG,31,15,7,PEK,0720,1810,29MAY,836.06,322.31,521.84,86.41,30.40,57.81
IR,200,CDG,21,19,6,PHL,0200,1710,29MAY,285.65,447.68,863.55,54.62,68.75,34.32
IR,212,CDG,31,29,2,PIT,0500,1330,29MAY,180.15,761.56,442.05,78.36,31.31,45.82
DL,153,CDG,25,8,25,PNR,0340,1820,30MAY,457.75,563.47,606.73,68.64,73.28,58.72
IR,215,CDG,29,13,3,PRG,0340,1610,30MAY,580.87,200.26,506.51,37.60,38.73,34.04
DL,734,CDG,32,7,0,PTY,0410,1240,30MAY,827.53,315.65,223.06,46.44,33.21,83.67
IR,237,CDG,15,12,17,PUF,0400,1510,30MAY,667.76,528.84,167.48,41.76,27.35,83.41
DL,335,CDG,31,2,27,PUJ,0600,1100,08MAY,172.71,065.86,042.37,52.61,36.20,83.70
IR,173,CDG,9,29,22,PVG,0400,1400,08MAY,886.46,057.37,255.46,87.11,34.37,64.48
IR,582,CDG,22,22,11,RBA,0330,1410,08MAY,006.02,514.83,414.66,63.14,64.27,71.05
IR,270,CDG,11,20,16,RIX,0000,1540,08MAY,373.35,635.45,314.78,33.60,70.44,53.62
IR,631,CDG,25,16,8,RNS,0500,1430,09MAY,655.62,603.75,064.41,83.72,84.36,36.00
IR,764,CDG,28,5,1,ROB,0330,1710,09MAY,716.04,377.54,371.37,60.65,61.83,53.43
IR,244,CDG,3,3,11,RUH,0620,1540,09MAY,530.50,762.13,472.66,61.17,41.67,38.11
IR,744,MRS,17,11,3,CDG,0500,1600,11MAY,001.17,640.35,355.46,21.51,75.21,33.85
IR,100,MRS,6,29,3,ORY,0340,1100,09MAY,851.35,824.65,837.04,53.38,26.57,71.34
IR,141,MRS,23,27,20,PRG,0030,1220,09MAY,212.13,163.47,656.04,80.20,70.40,37.77
IR,875,MRS,30,28,26,RAK,0610,1440,09MAY,606.38,256.40,187.37,55.05,37.68,88.82
DL,872,MRS,22,8,5,RNS,0430,1440,01JUN,388.11,446.58,137.07,53.13,74.62,74.41
DL,771,MRS,8,1,30,SVO,0300,1320,01JUN,233.46,418.30,422.76,26.44,67.84,57.58
DL,573,MRS,7,13,25,TLV,0610,1540,01JUN,062.53,104.65,010.85,25.48,57.40,65.62
DL,745,MRS,14,30,25,TUN,0610,1410,01JUN,365.42,301.12,110.43,28.57,47.75,44.17
DL,700,MRS,11,26,8,TXL,0010,1820,11MAY,500.54,311.15,615.07,74.31,22.14,61.11
DL,534,MRS,14,12,32,VCE,0120,1520,11MAY,116.46,406.56,756.61,75.13,31.12,56.68
IR,647,MRU,17,20,14,CDG,0340,1300,11MAY,412.34,543.66,324.78,83.66,35.38,62.10
IR,585,ALG,32,19,31,ETZ,0730,1200,11MAY,714.51,353.78,780.73,51.03,88.64,80.13
IR,451,BHO,31,32,13,DEL,0410,1720,11MAY,056.82,273.55,521.08,34.11,32.28,50.55
DL,738,KBR,10,19,29,JHB,0630,1040,03JUN,146.42,430.22,714.57,85.30,40.65,72.62
DL,837,KBR,26,19,12,KCH,0230,1720,03JUN,543.67,802.70,152.51,61.80,55.02,78.28
DL,616,KBR,2,31,7,KUL,0800,1520,03JUN,622.22,200.40,343.05,38.78,71.65,36.50
IR,522,KBR,28,24,6,SIN,0010,1500,03JUN,748.60,367.45,160.25,75.62,85.16,50.23
DL,242,ATL,7,17,11,EWR,0530,1000,04JUN,040.88,035.87,321.75,57.60,36.18,30.64
IR,075,ATL,1,15,1,FCO,0200,1140,04JUN,586.11,578.06,688.56,84.08,56.08,84.40
DL,381,ATL,3,24,32,GDL,0020,1840,05JUN,114.34,343.84,120.28,20.00,37.38,22.01
DL,128,ATL,26,17,26,IAD,0220,1040,03JUN,574.00,253.78,736.18,24.01,62.27,44.76
DL,204,ATL,29,24,8,IND,0120,1800,03JUN,288.30,705.36,688.27,44.50,38.54,37.42
DL,072,CRD,1,24,25,AEP,0300,1330,05JUN,468.88,580.06,048.66,40.10,56.26,63.86
IR,814,CRD,21,28,22,NQN,0640,1600,05JUN,846.83,687.53,716.17,73.24,25.66,28.45
DL,047,CTC,22,24,12,AEP,0500,1540,06JUN,482.83,440.65,603.60,81.71,70.44,40.88
DL,771,CUN,19,12,11,EZE,0430,1730,06JUN,283.13,245.10,366.88,84.52,56.21,63.86
DL,025,ORY,15,10,30,ESU,0440,1430,09JUN,707.40,752.01,135.07,72.61,38.81,77.71
IR,056,ORY,20,17,25,FEZ,0800,1300,09JUN,416.82,566.48,625.31,64.58,31.25,86.24
DL,065,ORY,30,26,26,OUD,0240,1000,10JUN,002.83,532.61,364.34,87.35,41.20,21.42
IR,580,ORY,17,16,22,OZZ,0740,1020,10JUN,821.27,178.82,323.84,61.36,22.83,25.13
DL,548,ORY,7,20,29,RAK,0700,1120,09JUN,461.32,032.03,323.78,36.62,67.32,81.00
